sales,prix,date,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_WI
75,1.34,2012-02-22,Wednesday,5,2,2012,LentStart,Religious,,,0
70,1.34,2012-02-23,Thursday,6,2,2012,,,,,0
78,1.34,2012-02-24,Friday,7,2,2012,,,,,0
133,1.34,2012-02-25,Saturday,1,2,2012,,,,,0
131,1.34,2012-02-26,Sunday,2,2,2012,,,,,0
62,1.34,2012-02-27,Monday,3,2,2012,,,,,0
67,1.34,2012-02-28,Tuesday,4,2,2012,,,,,0
56,1.34,2012-02-29,Wednesday,5,2,2012,LentWeek2,Religious,,,0
62,1.34,2012-03-01,Thursday,6,3,2012,,,,,0
113,1.34,2012-03-02,Friday,7,3,2012,,,,,1
159,1.34,2012-03-03,Saturday,1,3,2012,,,,,1
145,1.34,2012-03-04,Sunday,2,3,2012,,,,,0
77,1.34,2012-03-05,Monday,3,3,2012,,,,,1
137,1.34,2012-03-06,Tuesday,4,3,2012,,,,,1
83,1.34,2012-03-07,Wednesday,5,3,2012,,,,,0
83,1.34,2012-03-08,Thursday,6,3,2012,Purim End,Religious,,,1
101,1.34,2012-03-09,Friday,7,3,2012,,,,,1
166,1.34,2012-03-10,Saturday,1,3,2012,,,,,0
130,1.34,2012-03-11,Sunday,2,3,2012,,,,,1
158,1.34,2012-03-12,Monday,3,3,2012,,,,,1
88,1.34,2012-03-13,Tuesday,4,3,2012,,,,,0
114,1.34,2012-03-14,Wednesday,5,3,2012,,,,,1
91,1.34,2012-03-15,Thursday,6,3,2012,,,,,1
142,1.34,2012-03-16,Friday,7,3,2012,,,,,0
162,1.34,2012-03-17,Saturday,1,3,2012,StPatricksDay,Cultural,,,0
124,1.34,2012-03-18,Sunday,2,3,2012,,,,,0
75,1.34,2012-03-19,Monday,3,3,2012,,,,,0
92,1.34,2012-03-20,Tuesday,4,3,2012,,,,,0
77,1.34,2012-03-21,Wednesday,5,3,2012,,,,,0
79,1.34,2012-03-22,Thursday,6,3,2012,,,,,0
104,1.34,2012-03-23,Friday,7,3,2012,,,,,0
158,1.34,2012-03-24,Saturday,1,3,2012,,,,,0
116,1.34,2012-03-25,Sunday,2,3,2012,,,,,0
76,1.34,2012-03-26,Monday,3,3,2012,,,,,0
65,1.34,2012-03-27,Tuesday,4,3,2012,,,,,0
5,1.34,2012-03-28,Wednesday,5,3,2012,,,,,0
0,1.34,2012-03-29,Thursday,6,3,2012,,,,,0
0,1.34,2012-03-30,Friday,7,3,2012,,,,,0
160,1.48,2012-03-31,Saturday,1,3,2012,,,,,0
112,1.48,2012-04-01,Sunday,2,4,2012,,,,,0
82,1.48,2012-04-02,Monday,3,4,2012,,,,,1
84,1.48,2012-04-03,Tuesday,4,4,2012,,,,,1
78,1.48,2012-04-04,Wednesday,5,4,2012,,,,,0
82,1.48,2012-04-05,Thursday,6,4,2012,,,,,1
127,1.48,2012-04-06,Friday,7,4,2012,,,,,1
104,1.48,2012-04-07,Saturday,1,4,2012,,,,,0
121,1.48,2012-04-08,Sunday,2,4,2012,Easter,Cultural,,,1
62,1.48,2012-04-09,Monday,3,4,2012,,,,,1
58,1.48,2012-04-10,Tuesday,4,4,2012,,,,,0
78,1.48,2012-04-11,Wednesday,5,4,2012,,,,,1
55,1.48,2012-04-12,Thursday,6,4,2012,,,,,1
95,1.48,2012-04-13,Friday,7,4,2012,,,,,0
172,1.48,2012-04-14,Saturday,1,4,2012,Pesach End,Religious,,,1
86,1.48,2012-04-15,Sunday,2,4,2012,OrthodoxEaster,Religious,,,1
55,1.48,2012-04-16,Monday,3,4,2012,,,,,0
55,1.48,2012-04-17,Tuesday,4,4,2012,,,,,0
57,1.48,2012-04-18,Wednesday,5,4,2012,,,,,0
41,1.48,2012-04-19,Thursday,6,4,2012,,,,,0
94,1.48,2012-04-20,Friday,7,4,2012,,,,,0
104,1.48,2012-04-21,Saturday,1,4,2012,,,,,0
96,1.48,2012-04-22,Sunday,2,4,2012,,,,,0
52,1.48,2012-04-23,Monday,3,4,2012,,,,,0
45,1.48,2012-04-24,Tuesday,4,4,2012,,,,,0
85,1.48,2012-04-25,Wednesday,5,4,2012,,,,,0
44,1.48,2012-04-26,Thursday,6,4,2012,,,,,0
89,1.48,2012-04-27,Friday,7,4,2012,,,,,0
117,1.48,2012-04-28,Saturday,1,4,2012,,,,,0
106,1.48,2012-04-29,Sunday,2,4,2012,,,,,0
31,1.48,2012-04-30,Monday,3,4,2012,,,,,0
53,1.48,2012-05-01,Tuesday,4,5,2012,,,,,0
92,1.48,2012-05-02,Wednesday,5,5,2012,,,,,1
92,1.48,2012-05-03,Thursday,6,5,2012,,,,,1
106,1.48,2012-05-04,Friday,7,5,2012,,,,,0
125,1.48,2012-05-05,Saturday,1,5,2012,Cinco De Mayo,Cultural,,,1
113,1.48,2012-05-06,Sunday,2,5,2012,,,,,1
68,1.48,2012-05-07,Monday,3,5,2012,,,,,0
40,1.48,2012-05-08,Tuesday,4,5,2012,,,,,1
79,1.48,2012-05-09,Wednesday,5,5,2012,,,,,1
78,1.48,2012-05-10,Thursday,6,5,2012,,,,,0
111,1.48,2012-05-11,Friday,7,5,2012,,,,,1
171,1.48,2012-05-12,Saturday,1,5,2012,,,,,1
100,1.48,2012-05-13,Sunday,2,5,2012,Mother's day,Cultural,,,0
91,1.48,2012-05-14,Monday,3,5,2012,,,,,1
67,1.48,2012-05-15,Tuesday,4,5,2012,,,,,1
46,1.48,2012-05-16,Wednesday,5,5,2012,,,,,0
66,1.48,2012-05-17,Thursday,6,5,2012,,,,,0
132,1.48,2012-05-18,Friday,7,5,2012,,,,,0
105,1.48,2012-05-19,Saturday,1,5,2012,,,,,0
71,1.48,2012-05-20,Sunday,2,5,2012,,,,,0
32,1.48,2012-05-21,Monday,3,5,2012,,,,,0
58,1.48,2012-05-22,Tuesday,4,5,2012,,,,,0
33,1.48,2012-05-23,Wednesday,5,5,2012,,,,,0
67,1.48,2012-05-24,Thursday,6,5,2012,,,,,0
88,1.48,2012-05-25,Friday,7,5,2012,,,,,0
119,1.48,2012-05-26,Saturday,1,5,2012,,,,,0
97,1.48,2012-05-27,Sunday,2,5,2012,,,,,0
47,1.48,2012-05-28,Monday,3,5,2012,MemorialDay,National,,,0
24,1.48,2012-05-29,Tuesday,4,5,2012,,,,,0
46,1.48,2012-05-30,Wednesday,5,5,2012,,,,,0
62,1.48,2012-05-31,Thursday,6,5,2012,,,,,0
65,1.48,2012-06-01,Friday,7,6,2012,,,,,0
111,1.48,2012-06-02,Saturday,1,6,2012,,,,,1
72,1.48,2012-06-03,Sunday,2,6,2012,,,,,1
56,1.48,2012-06-04,Monday,3,6,2012,,,,,0
39,1.48,2012-06-05,Tuesday,4,6,2012,,,,,1
50,1.48,2012-06-06,Wednesday,5,6,2012,,,,,1
39,1.48,2012-06-07,Thursday,6,6,2012,,,,,0
128,1.48,2012-06-08,Friday,7,6,2012,,,,,1
98,1.48,2012-06-09,Saturday,1,6,2012,,,,,1
81,1.48,2012-06-10,Sunday,2,6,2012,,,,,0
70,1.48,2012-06-11,Monday,3,6,2012,,,,,1
58,1.48,2012-06-12,Tuesday,4,6,2012,NBAFinalsStart,Sporting,,,1
40,1.48,2012-06-13,Wednesday,5,6,2012,,,,,0
89,1.48,2012-06-14,Thursday,6,6,2012,,,,,1
107,1.48,2012-06-15,Friday,7,6,2012,,,,,1
132,1.48,2012-06-16,Saturday,1,6,2012,,,,,0
16,1.48,2012-06-17,Sunday,2,6,2012,Father's day,Cultural,,,0
44,1.48,2012-06-18,Monday,3,6,2012,,,,,0
65,1.48,2012-06-19,Tuesday,4,6,2012,,,,,0
50,1.48,2012-06-20,Wednesday,5,6,2012,,,,,0
64,1.48,2012-06-21,Thursday,6,6,2012,NBAFinalsEnd,Sporting,,,0
112,1.48,2012-06-22,Friday,7,6,2012,,,,,0
80,1.48,2012-06-23,Saturday,1,6,2012,,,,,0
85,1.48,2012-06-24,Sunday,2,6,2012,,,,,0
57,1.48,2012-06-25,Monday,3,6,2012,,,,,0
46,1.48,2012-06-26,Tuesday,4,6,2012,,,,,0
55,1.48,2012-06-27,Wednesday,5,6,2012,,,,,0
81,1.48,2012-06-28,Thursday,6,6,2012,,,,,0
89,1.48,2012-06-29,Friday,7,6,2012,,,,,0
51,1.48,2012-06-30,Saturday,1,6,2012,,,,,0
81,1.48,2012-07-01,Sunday,2,7,2012,,,,,0
83,1.48,2012-07-02,Monday,3,7,2012,,,,,1
156,1.48,2012-07-03,Tuesday,4,7,2012,,,,,1
58,1.48,2012-07-04,Wednesday,5,7,2012,IndependenceDay,National,,,0
45,1.48,2012-07-05,Thursday,6,7,2012,,,,,1
11,1.48,2012-07-06,Friday,7,7,2012,,,,,1
91,1.34,2012-07-07,Saturday,1,7,2012,,,,,0
75,1.34,2012-07-08,Sunday,2,7,2012,,,,,1
62,1.34,2012-07-09,Monday,3,7,2012,,,,,1
45,1.34,2012-07-10,Tuesday,4,7,2012,,,,,0
36,1.34,2012-07-11,Wednesday,5,7,2012,,,,,1
68,1.34,2012-07-12,Thursday,6,7,2012,,,,,1
98,1.34,2012-07-13,Friday,7,7,2012,,,,,0
76,1.34,2012-07-14,Saturday,1,7,2012,,,,,1
116,1.34,2012-07-15,Sunday,2,7,2012,,,,,1
56,1.34,2012-07-16,Monday,3,7,2012,,,,,0
54,1.34,2012-07-17,Tuesday,4,7,2012,,,,,0
85,1.34,2012-07-18,Wednesday,5,7,2012,,,,,0
39,1.34,2012-07-19,Thursday,6,7,2012,,,,,0
79,1.34,2012-07-20,Friday,7,7,2012,Ramadan starts,Religious,,,0
122,1.34,2012-07-21,Saturday,1,7,2012,,,,,0
70,1.34,2012-07-22,Sunday,2,7,2012,,,,,0
49,1.34,2012-07-23,Monday,3,7,2012,,,,,0
44,1.34,2012-07-24,Tuesday,4,7,2012,,,,,0
87,1.34,2012-07-25,Wednesday,5,7,2012,,,,,0
27,1.34,2012-07-26,Thursday,6,7,2012,,,,,0
86,1.34,2012-07-27,Friday,7,7,2012,,,,,0
98,1.34,2012-07-28,Saturday,1,7,2012,,,,,0
79,1.34,2012-07-29,Sunday,2,7,2012,,,,,0
69,1.34,2012-07-30,Monday,3,7,2012,,,,,0
0,1.34,2012-07-31,Tuesday,4,7,2012,,,,,0
57,1.34,2012-08-01,Wednesday,5,8,2012,,,,,0
88,1.34,2012-08-02,Thursday,6,8,2012,,,,,1
12,1.34,2012-08-03,Friday,7,8,2012,,,,,1
74,1.38,2012-08-04,Saturday,1,8,2012,,,,,0
1,1.38,2012-08-05,Sunday,2,8,2012,,,,,1
72,1.38,2012-08-06,Monday,3,8,2012,,,,,1
48,1.38,2012-08-07,Tuesday,4,8,2012,,,,,0
86,1.38,2012-08-08,Wednesday,5,8,2012,,,,,1
79,1.38,2012-08-09,Thursday,6,8,2012,,,,,1
103,1.38,2012-08-10,Friday,7,8,2012,,,,,0
115,1.38,2012-08-11,Saturday,1,8,2012,,,,,1
31,1.38,2012-08-12,Sunday,2,8,2012,,,,,1
72,1.38,2012-08-13,Monday,3,8,2012,,,,,0
57,1.38,2012-08-14,Tuesday,4,8,2012,,,,,1
45,1.38,2012-08-15,Wednesday,5,8,2012,,,,,1
77,1.38,2012-08-16,Thursday,6,8,2012,,,,,0
92,1.38,2012-08-17,Friday,7,8,2012,,,,,0
118,1.38,2012-08-18,Saturday,1,8,2012,,,,,0
10,1.38,2012-08-19,Sunday,2,8,2012,Eid al-Fitr,Religious,,,0
57,1.38,2012-08-20,Monday,3,8,2012,,,,,0
7,1.38,2012-08-21,Tuesday,4,8,2012,,,,,0
60,1.38,2012-08-22,Wednesday,5,8,2012,,,,,0
57,1.38,2012-08-23,Thursday,6,8,2012,,,,,0
74,1.38,2012-08-24,Friday,7,8,2012,,,,,0
94,1.38,2012-08-25,Saturday,1,8,2012,,,,,0
34,1.38,2012-08-26,Sunday,2,8,2012,,,,,0
52,1.38,2012-08-27,Monday,3,8,2012,,,,,0
29,1.38,2012-08-28,Tuesday,4,8,2012,,,,,0
46,1.38,2012-08-29,Wednesday,5,8,2012,,,,,0
57,1.38,2012-08-30,Thursday,6,8,2012,,,,,0
88,1.38,2012-08-31,Friday,7,8,2012,,,,,0
83,1.38,2012-09-01,Saturday,1,9,2012,,,,,0
147,1.38,2012-09-02,Sunday,2,9,2012,,,,,1
4,1.38,2012-09-03,Monday,3,9,2012,LaborDay,National,,,1
63,1.38,2012-09-04,Tuesday,4,9,2012,,,,,0
64,1.38,2012-09-05,Wednesday,5,9,2012,,,,,1
80,1.38,2012-09-06,Thursday,6,9,2012,,,,,1
64,1.38,2012-09-07,Friday,7,9,2012,,,,,0
130,1.38,2012-09-08,Saturday,1,9,2012,,,,,1
47,1.38,2012-09-09,Sunday,2,9,2012,,,,,1
38,1.38,2012-09-10,Monday,3,9,2012,,,,,0
56,1.38,2012-09-11,Tuesday,4,9,2012,,,,,1
43,1.38,2012-09-12,Wednesday,5,9,2012,,,,,1
56,1.38,2012-09-13,Thursday,6,9,2012,,,,,0
100,1.38,2012-09-14,Friday,7,9,2012,,,,,1
100,1.38,2012-09-15,Saturday,1,9,2012,,,,,1
78,1.38,2012-09-16,Sunday,2,9,2012,,,,,0
64,1.38,2012-09-17,Monday,3,9,2012,,,,,0
43,1.38,2012-09-18,Tuesday,4,9,2012,,,,,0
21,1.38,2012-09-19,Wednesday,5,9,2012,,,,,0
78,1.38,2012-09-20,Thursday,6,9,2012,,,,,0
90,1.38,2012-09-21,Friday,7,9,2012,,,,,0
142,1.38,2012-09-22,Saturday,1,9,2012,,,,,0
61,1.38,2012-09-23,Sunday,2,9,2012,,,,,0
36,1.38,2012-09-24,Monday,3,9,2012,,,,,0
63,1.38,2012-09-25,Tuesday,4,9,2012,,,,,0
39,1.38,2012-09-26,Wednesday,5,9,2012,,,,,0
61,1.38,2012-09-27,Thursday,6,9,2012,,,,,0
81,1.38,2012-09-28,Friday,7,9,2012,,,,,0
109,1.38,2012-09-29,Saturday,1,9,2012,,,,,0
77,1.38,2012-09-30,Sunday,2,9,2012,,,,,0
57,1.38,2012-10-01,Monday,3,10,2012,,,,,0
77,1.38,2012-10-02,Tuesday,4,10,2012,,,,,1
57,1.38,2012-10-03,Wednesday,5,10,2012,,,,,1
94,1.38,2012-10-04,Thursday,6,10,2012,,,,,0
83,1.38,2012-10-05,Friday,7,10,2012,,,,,1
147,1.38,2012-10-06,Saturday,1,10,2012,,,,,1
64,1.38,2012-10-07,Sunday,2,10,2012,,,,,0
63,1.38,2012-10-08,Monday,3,10,2012,ColumbusDay,National,,,1
41,1.38,2012-10-09,Tuesday,4,10,2012,,,,,1
76,1.38,2012-10-10,Wednesday,5,10,2012,,,,,0
82,1.38,2012-10-11,Thursday,6,10,2012,,,,,1
113,1.38,2012-10-12,Friday,7,10,2012,,,,,1
155,1.38,2012-10-13,Saturday,1,10,2012,,,,,0
63,1.38,2012-10-14,Sunday,2,10,2012,,,,,1
63,1.38,2012-10-15,Monday,3,10,2012,,,,,1
47,1.38,2012-10-16,Tuesday,4,10,2012,,,,,0
54,1.38,2012-10-17,Wednesday,5,10,2012,,,,,0
71,1.38,2012-10-18,Thursday,6,10,2012,,,,,0
75,1.38,2012-10-19,Friday,7,10,2012,,,,,0
0,1.25,2012-10-20,Saturday,1,10,2012,,,,,0
0,1.25,2012-10-21,Sunday,2,10,2012,,,,,0
0,1.25,2012-10-22,Monday,3,10,2012,,,,,0
61,1.25,2012-10-23,Tuesday,4,10,2012,,,,,0
75,1.25,2012-10-24,Wednesday,5,10,2012,,,,,0
62,1.25,2012-10-25,Thursday,6,10,2012,,,,,0
119,1.25,2012-10-26,Friday,7,10,2012,EidAlAdha,Religious,,,0
114,1.25,2012-10-27,Saturday,1,10,2012,,,,,0
79,1.25,2012-10-28,Sunday,2,10,2012,,,,,0
58,1.25,2012-10-29,Monday,3,10,2012,,,,,0
55,1.25,2012-10-30,Tuesday,4,10,2012,,,,,0
50,1.25,2012-10-31,Wednesday,5,10,2012,Halloween,Cultural,,,0
73,1.25,2012-11-01,Thursday,6,11,2012,,,,,0
114,1.25,2012-11-02,Friday,7,11,2012,,,,,1
140,1.25,2012-11-03,Saturday,1,11,2012,,,,,1
100,1.25,2012-11-04,Sunday,2,11,2012,,,,,0
62,1.25,2012-11-05,Monday,3,11,2012,,,,,1
52,1.25,2012-11-06,Tuesday,4,11,2012,,,,,1
57,1.25,2012-11-07,Wednesday,5,11,2012,,,,,0
69,1.25,2012-11-08,Thursday,6,11,2012,,,,,1
163,1.25,2012-11-09,Friday,7,11,2012,,,,,1
117,1.25,2012-11-10,Saturday,1,11,2012,,,,,0
137,1.25,2012-11-11,Sunday,2,11,2012,VeteransDay,National,,,1
105,1.25,2012-11-12,Monday,3,11,2012,,,,,1
71,1.25,2012-11-13,Tuesday,4,11,2012,,,,,0
102,1.25,2012-11-14,Wednesday,5,11,2012,,,,,1
87,1.25,2012-11-15,Thursday,6,11,2012,,,,,1
128,1.25,2012-11-16,Friday,7,11,2012,,,,,0
186,1.25,2012-11-17,Saturday,1,11,2012,,,,,0
167,1.25,2012-11-18,Sunday,2,11,2012,,,,,0
127,1.25,2012-11-19,Monday,3,11,2012,,,,,0
109,1.25,2012-11-20,Tuesday,4,11,2012,,,,,0
186,1.25,2012-11-21,Wednesday,5,11,2012,,,,,0
210,1.25,2012-11-22,Thursday,6,11,2012,Thanksgiving,National,,,0
6,1.25,2012-11-23,Friday,7,11,2012,,,,,0
169,1.25,2012-11-24,Saturday,1,11,2012,,,,,0
92,1.25,2012-11-25,Sunday,2,11,2012,,,,,0
66,1.25,2012-11-26,Monday,3,11,2012,,,,,0
64,1.25,2012-11-27,Tuesday,4,11,2012,,,,,0
70,1.25,2012-11-28,Wednesday,5,11,2012,,,,,0
81,1.25,2012-11-29,Thursday,6,11,2012,,,,,0
128,1.25,2012-11-30,Friday,7,11,2012,,,,,0
275,1.25,2012-12-01,Saturday,1,12,2012,,,,,0
115,1.25,2012-12-02,Sunday,2,12,2012,,,,,1
133,1.25,2012-12-03,Monday,3,12,2012,,,,,1
78,1.25,2012-12-04,Tuesday,4,12,2012,,,,,0
86,1.25,2012-12-05,Wednesday,5,12,2012,,,,,1
95,1.25,2012-12-06,Thursday,6,12,2012,,,,,1
149,1.25,2012-12-07,Friday,7,12,2012,,,,,0
209,1.25,2012-12-08,Saturday,1,12,2012,,,,,1
121,1.25,2012-12-09,Sunday,2,12,2012,,,,,1
96,1.25,2012-12-10,Monday,3,12,2012,,,,,0
97,1.25,2012-12-11,Tuesday,4,12,2012,,,,,1
75,1.25,2012-12-12,Wednesday,5,12,2012,,,,,1
92,1.25,2012-12-13,Thursday,6,12,2012,,,,,0
141,1.25,2012-12-14,Friday,7,12,2012,,,,,1
141,1.25,2012-12-15,Saturday,1,12,2012,,,,,1
158,1.25,2012-12-16,Sunday,2,12,2012,Chanukah End,Religious,,,0
77,1.25,2012-12-17,Monday,3,12,2012,,,,,0
98,1.25,2012-12-18,Tuesday,4,12,2012,,,,,0
142,1.25,2012-12-19,Wednesday,5,12,2012,,,,,0
128,1.25,2012-12-20,Thursday,6,12,2012,,,,,0
123,1.25,2012-12-21,Friday,7,12,2012,,,,,0
157,1.25,2012-12-22,Saturday,1,12,2012,,,,,0
200,1.25,2012-12-23,Sunday,2,12,2012,,,,,0
253,1.25,2012-12-24,Monday,3,12,2012,,,,,0
0,1.25,2012-12-25,Tuesday,4,12,2012,Christmas,National,,,0
1,1.25,2012-12-26,Wednesday,5,12,2012,,,,,0
114,1.25,2012-12-27,Thursday,6,12,2012,,,,,0
147,1.25,2012-12-28,Friday,7,12,2012,,,,,0
194,1.25,2012-12-29,Saturday,1,12,2012,,,,,0
200,1.25,2012-12-30,Sunday,2,12,2012,,,,,0
225,1.25,2012-12-31,Monday,3,12,2012,,,,,0
82,1.25,2013-01-01,Tuesday,4,1,2013,NewYear,National,,,0
122,1.25,2013-01-02,Wednesday,5,1,2013,,,,,1
94,1.25,2013-01-03,Thursday,6,1,2013,,,,,1
132,1.25,2013-01-04,Friday,7,1,2013,,,,,0
174,1.25,2013-01-05,Saturday,1,1,2013,,,,,1
167,1.25,2013-01-06,Sunday,2,1,2013,,,,,1
93,1.25,2013-01-07,Monday,3,1,2013,OrthodoxChristmas,Religious,,,0
95,1.25,2013-01-08,Tuesday,4,1,2013,,,,,1
109,1.25,2013-01-09,Wednesday,5,1,2013,,,,,1
123,1.25,2013-01-10,Thursday,6,1,2013,,,,,0
153,1.25,2013-01-11,Friday,7,1,2013,,,,,1
211,1.25,2013-01-12,Saturday,1,1,2013,,,,,1
135,1.25,2013-01-13,Sunday,2,1,2013,,,,,0
79,1.25,2013-01-14,Monday,3,1,2013,,,,,1
84,1.25,2013-01-15,Tuesday,4,1,2013,,,,,1
108,1.25,2013-01-16,Wednesday,5,1,2013,,,,,0
81,1.25,2013-01-17,Thursday,6,1,2013,,,,,0
118,1.25,2013-01-18,Friday,7,1,2013,,,,,0
229,1.25,2013-01-19,Saturday,1,1,2013,,,,,0
159,1.25,2013-01-20,Sunday,2,1,2013,,,,,0
110,1.25,2013-01-21,Monday,3,1,2013,MartinLutherKingDay,National,,,0
112,1.25,2013-01-22,Tuesday,4,1,2013,,,,,0
67,1.25,2013-01-23,Wednesday,5,1,2013,,,,,0
125,1.25,2013-01-24,Thursday,6,1,2013,,,,,0
111,1.25,2013-01-25,Friday,7,1,2013,,,,,0
217,1.25,2013-01-26,Saturday,1,1,2013,,,,,0
130,1.25,2013-01-27,Sunday,2,1,2013,,,,,0
86,1.25,2013-01-28,Monday,3,1,2013,,,,,0
78,1.25,2013-01-29,Tuesday,4,1,2013,,,,,0
85,1.25,2013-01-30,Wednesday,5,1,2013,,,,,0
91,1.25,2013-01-31,Thursday,6,1,2013,,,,,0
98,1.25,2013-02-01,Friday,7,2,2013,,,,,0
240,1.25,2013-02-02,Saturday,1,2,2013,,,,,1
184,1.25,2013-02-03,Sunday,2,2,2013,SuperBowl,Sporting,,,1
106,1.25,2013-02-04,Monday,3,2,2013,,,,,0
105,1.25,2013-02-05,Tuesday,4,2,2013,,,,,1
87,1.25,2013-02-06,Wednesday,5,2,2013,,,,,1
72,1.25,2013-02-07,Thursday,6,2,2013,,,,,0
158,1.25,2013-02-08,Friday,7,2,2013,,,,,1
266,1.25,2013-02-09,Saturday,1,2,2013,,,,,1
108,1.25,2013-02-10,Sunday,2,2,2013,,,,,0
70,1.25,2013-02-11,Monday,3,2,2013,,,,,1
115,1.25,2013-02-12,Tuesday,4,2,2013,,,,,1
104,1.25,2013-02-13,Wednesday,5,2,2013,LentStart,Religious,,,0
66,1.25,2013-02-14,Thursday,6,2,2013,ValentinesDay,Cultural,,,1
115,1.25,2013-02-15,Friday,7,2,2013,,,,,1
170,1.25,2013-02-16,Saturday,1,2,2013,,,,,0
169,1.25,2013-02-17,Sunday,2,2,2013,,,,,0
60,1.25,2013-02-18,Monday,3,2,2013,PresidentsDay,National,,,0
50,1.25,2013-02-19,Tuesday,4,2,2013,,,,,0
68,1.25,2013-02-20,Wednesday,5,2,2013,LentWeek2,Religious,,,0
60,1.25,2013-02-21,Thursday,6,2,2013,,,,,0
105,1.25,2013-02-22,Friday,7,2,2013,,,,,0
148,1.25,2013-02-23,Saturday,1,2,2013,,,,,0
163,1.25,2013-02-24,Sunday,2,2,2013,Purim End,Religious,,,0
81,1.25,2013-02-25,Monday,3,2,2013,,,,,0
69,1.25,2013-02-26,Tuesday,4,2,2013,,,,,0
64,1.25,2013-02-27,Wednesday,5,2,2013,,,,,0
76,1.25,2013-02-28,Thursday,6,2,2013,,,,,0
137,1.25,2013-03-01,Friday,7,3,2013,,,,,0
177,1.25,2013-03-02,Saturday,1,3,2013,,,,,1
137,1.25,2013-03-03,Sunday,2,3,2013,,,,,1
115,1.25,2013-03-04,Monday,3,3,2013,,,,,0
84,1.25,2013-03-05,Tuesday,4,3,2013,,,,,1
69,1.25,2013-03-06,Wednesday,5,3,2013,,,,,1
56,1.25,2013-03-07,Thursday,6,3,2013,,,,,0
120,1.25,2013-03-08,Friday,7,3,2013,,,,,1
140,1.25,2013-03-09,Saturday,1,3,2013,,,,,1
144,1.25,2013-03-10,Sunday,2,3,2013,,,,,0
100,1.25,2013-03-11,Monday,3,3,2013,,,,,1
89,1.25,2013-03-12,Tuesday,4,3,2013,,,,,1
